id,QID,tagSlug
8175,2682,hash-table
8176,2682,simulation
8177,2683,array
8178,2683,bit-manipulation
8179,2684,array
8180,2684,dynamic-programming
8181,2684,matrix
8182,2685,depth-first-search
8183,2685,breadth-first-search
8184,2685,union-find
8185,2685,graph
8186,2686,database
8187,2687,database
8188,2688,database
8189,2689,tree
8190,2689,depth-first-search
8191,2689,binary-tree
8198,2696,string
8199,2696,stack
8200,2696,simulation
8201,2697,two-pointers
8202,2697,string
8203,2697,greedy
8204,2698,math
8205,2698,backtracking
8206,2699,graph
8207,2699,heap-priority-queue
8208,2699,shortest-path
8210,2701,database
8211,2702,array
8212,2702,binary-search
8216,2706,array
8217,2706,greedy
8218,2706,sorting
8219,2707,array
8220,2707,hash-table
8221,2707,string
8222,2707,dynamic-programming
8223,2707,trie
8224,2708,array
8225,2708,dynamic-programming
8226,2708,backtracking
8227,2708,greedy
8228,2708,bit-manipulation
8229,2708,sorting
8230,2708,enumeration
8231,2709,array
8232,2709,math
8233,2709,union-find
8234,2709,number-theory
8235,2710,string
8236,2711,array
8237,2711,hash-table
8238,2711,matrix
8239,2712,string
8240,2712,dynamic-programming
8241,2712,greedy
8242,2713,array
8243,2713,hash-table
8244,2713,binary-search
8245,2713,dynamic-programming
8246,2713,memoization
8247,2713,sorting
8248,2713,matrix
8249,2713,ordered-set
8250,2714,graph
8251,2714,heap-priority-queue
8252,2714,shortest-path
8254,2716,hash-table
8255,2716,string
8256,2717,array
8257,2717,simulation
8258,2718,array
8259,2718,hash-table
8260,2719,math
8261,2719,string
8262,2719,dynamic-programming
8263,2720,database
8271,2728,array
8272,2728,interactive
8273,2729,hash-table
8274,2729,math
8275,2730,string
8276,2730,sliding-window
8277,2731,array
8278,2731,brainteaser
8279,2731,sorting
8280,2731,prefix-sum
8281,2732,array
8282,2732,hash-table
8283,2732,bit-manipulation
8284,2732,matrix
8285,2733,array
8286,2733,sorting
8287,2734,string
8288,2734,greedy
8289,2735,array
8290,2735,enumeration
8291,2736,array
8292,2736,binary-search
8293,2736,stack
8294,2736,binary-indexed-tree
8295,2736,segment-tree
8296,2736,sorting
8297,2736,monotonic-stack
8298,2737,array
8299,2737,graph
8300,2737,heap-priority-queue
8301,2737,shortest-path
8302,2738,database
8303,2739,math
8304,2739,simulation
8305,2740,array
8306,2740,sorting
8307,2741,array
8308,2741,dynamic-programming
8309,2741,bit-manipulation
8310,2741,bitmask
8311,2742,array
8312,2742,dynamic-programming
8313,2743,hash-table
8314,2743,string
8315,2743,sliding-window
8316,2744,array
8317,2744,hash-table
8318,2744,string
8319,2744,simulation
8320,2745,math
8321,2745,dynamic-programming
8322,2745,greedy
8323,2745,brainteaser
8324,2746,array
8325,2746,string
8326,2746,dynamic-programming
8327,2747,array
8328,2747,hash-table
8329,2747,sliding-window
8330,2747,sorting
8331,2748,array
8332,2748,hash-table
8333,2748,math
8334,2748,counting
8335,2748,number-theory
8336,2749,bit-manipulation
8337,2749,brainteaser
8338,2749,enumeration
8339,2750,array
8340,2750,math
8341,2750,dynamic-programming
8342,2751,array
8343,2751,stack
8344,2751,sorting
8345,2751,simulation
8346,2752,database
8354,2760,array
8355,2760,sliding-window
8356,2761,array
8357,2761,math
8358,2761,enumeration
8359,2761,number-theory
8360,2762,array
8361,2762,queue
8362,2762,sliding-window
8363,2762,heap-priority-queue
8364,2762,ordered-set
8365,2762,monotonic-queue
8366,2763,array
8367,2763,hash-table
8368,2763,ordered-set
8369,2764,stack
8370,2764,tree
8371,2764,depth-first-search
8372,2764,binary-tree
8373,2765,array
8374,2765,enumeration
8375,2766,array
8376,2766,hash-table
8377,2766,sorting
8378,2766,simulation
8379,2767,hash-table
8380,2767,string
8381,2767,dynamic-programming
8382,2767,backtracking
8383,2768,array
8384,2768,hash-table
8385,2768,enumeration
8386,2769,math
8387,2770,array
8388,2770,dynamic-programming
8389,2771,array
8390,2771,dynamic-programming
8391,2772,array
8392,2772,prefix-sum
8393,2773,tree
8394,2773,depth-first-search
8395,2773,breadth-first-search
8396,2773,binary-tree
8401,2778,array
8402,2778,enumeration
8403,2779,array
8404,2779,binary-search
8405,2779,sliding-window
8406,2779,sorting
8407,2780,array
8408,2780,hash-table
8409,2780,sorting
8410,2781,array
8411,2781,hash-table
8412,2781,string
8413,2781,sliding-window
8414,2782,union-find
8415,2782,interactive
8416,2782,counting
8417,2783,database
8418,2784,array
8419,2784,hash-table
8420,2784,sorting
8421,2785,string
8422,2785,sorting
8423,2786,array
8424,2786,dynamic-programming
8425,2787,dynamic-programming
8426,2788,array
8427,2788,string
8428,2789,array
8429,2789,greedy
8430,2790,array
8431,2790,math
8432,2790,binary-search
8433,2790,greedy
8434,2790,sorting
8435,2791,dynamic-programming
8436,2791,bit-manipulation
8437,2791,tree
8438,2791,depth-first-search
8439,2791,bitmask
8440,2792,divide-and-conquer
8441,2792,tree
8442,2792,depth-first-search
8443,2792,binary-tree
8449,2798,array
8450,2799,array
8451,2799,hash-table
8452,2799,sliding-window
8453,2800,string
8454,2800,greedy
8455,2800,enumeration
8456,2801,string
8457,2801,dynamic-programming
8458,2802,math
8459,2802,string
8460,2802,bit-manipulation
8464,2806,math
8465,2807,linked-list
8466,2807,math
8467,2807,number-theory
8468,2808,array
8469,2808,hash-table
8470,2809,array
8471,2809,dynamic-programming
8472,2809,sorting
8473,2810,string
8474,2810,simulation
8475,2811,array
8476,2811,dynamic-programming
8477,2811,greedy
8478,2812,array
8479,2812,binary-search
8480,2812,breadth-first-search
8481,2812,union-find
8482,2812,heap-priority-queue
8483,2812,matrix
8484,2813,array
8485,2813,hash-table
8486,2813,stack
8487,2813,greedy
8488,2813,sorting
8489,2813,heap-priority-queue
8490,2814,array
8491,2814,breadth-first-search
8492,2814,matrix
8493,2815,array
8494,2815,hash-table
8495,2816,linked-list
8496,2816,math
8497,2816,stack
8498,2817,array
8499,2817,binary-search
8500,2817,ordered-set
8501,2818,array
8502,2818,math
8503,2818,stack
8504,2818,greedy
8505,2818,sorting
8506,2818,monotonic-stack
8507,2818,number-theory
8508,2819,array
8509,2819,binary-search
8510,2819,sorting
8511,2819,prefix-sum
8516,2824,array
8517,2824,two-pointers
8518,2824,binary-search
8519,2824,sorting
8520,2825,two-pointers
8521,2825,string
8522,2826,array
8523,2826,binary-search
8524,2826,dynamic-programming
8525,2827,math
8526,2827,dynamic-programming
8527,2828,array
8528,2828,string
8529,2829,math
8530,2829,greedy
8531,2830,array
8532,2830,hash-table
8533,2830,binary-search
8534,2830,dynamic-programming
8535,2830,sorting
8536,2831,array
8537,2831,hash-table
8538,2831,binary-search
8539,2831,sliding-window
8540,2832,array
8541,2832,stack
8542,2832,monotonic-stack
8543,2833,string
8544,2833,counting
8545,2834,math
8546,2834,greedy
8547,2835,array
8548,2835,greedy
8549,2835,bit-manipulation
8550,2836,array
8551,2836,dynamic-programming
8552,2836,bit-manipulation
8553,2837,database
8554,2838,array
8555,2838,two-pointers
8556,2838,binary-search
8557,2838,sorting
8558,2838,prefix-sum
8559,2839,string
8560,2840,hash-table
8561,2840,string
8562,2840,sorting
8563,2841,array
8564,2841,hash-table
8565,2841,sliding-window
8566,2842,hash-table
8567,2842,math
8568,2842,string
8569,2842,greedy
8570,2842,combinatorics
8571,2843,math
8572,2843,enumeration
8573,2844,math
8574,2844,string
8575,2844,greedy
8576,2844,enumeration
8577,2845,array
8578,2845,hash-table
8579,2845,prefix-sum
8580,2846,array
8581,2846,tree
8582,2846,graph
8583,2846,strongly-connected-component
8584,2847,math
8585,2847,greedy
8586,2848,array
8587,2848,hash-table
8588,2848,prefix-sum
8589,2849,math
8590,2850,array
8591,2850,dynamic-programming
8592,2850,breadth-first-search
8593,2850,matrix
8594,2851,math
8595,2851,string
8596,2851,dynamic-programming
8597,2851,string-matching
8598,2852,array
8599,2852,hash-table
8600,2852,depth-first-search
8601,2852,breadth-first-search
8602,2852,union-find
8603,2852,matrix
8604,2853,database
8605,2854,database
8606,2855,array
8607,2856,array
8608,2856,hash-table
8609,2856,two-pointers
8610,2856,binary-search
8611,2856,greedy
8612,2856,counting
8613,2857,array
8614,2857,hash-table
8615,2857,bit-manipulation
8616,2858,dynamic-programming
8617,2858,depth-first-search
8618,2858,breadth-first-search
8619,2858,graph
8620,2859,array
8621,2859,bit-manipulation
8622,2860,array
8623,2860,sorting
8624,2860,enumeration
8625,2861,array
8626,2861,binary-search
8627,2862,array
8628,2862,math
8629,2862,number-theory
8630,2863,array
8631,2863,stack
8632,2863,sorting
8633,2863,monotonic-stack
8634,2864,math
8635,2864,string
8636,2864,greedy
8637,2865,array
8638,2865,stack
8639,2865,monotonic-stack
8640,2866,array
8641,2866,stack
8642,2866,monotonic-stack
8643,2867,math
8644,2867,dynamic-programming
8645,2867,tree
8646,2867,depth-first-search
8647,2867,number-theory
8648,2868,array
8649,2868,math
8650,2868,two-pointers
8651,2868,string
8652,2868,greedy
8653,2868,game-theory
8654,2869,array
8655,2869,hash-table
8656,2869,bit-manipulation
8657,2870,array
8658,2870,hash-table
8659,2870,greedy
8660,2870,counting
8661,2871,array
8662,2871,greedy
8663,2871,bit-manipulation
8664,2872,tree
8665,2872,depth-first-search
8666,2873,array
8667,2874,array
8668,2875,array
8669,2875,hash-table
8670,2875,sliding-window
8671,2875,prefix-sum
8672,2876,dynamic-programming
8673,2876,graph
8674,2876,memoization
8690,2892,array
8691,2892,dynamic-programming
8692,2892,greedy
8693,2893,database
8694,2894,math
8695,2895,array
8696,2895,greedy
8697,2895,sorting
8698,2896,string
8699,2896,dynamic-programming
8700,2897,array
8701,2897,hash-table
8702,2897,greedy
8703,2897,bit-manipulation
8704,2898,array
8705,2898,hash-table
8706,2899,array
8707,2899,simulation
8708,2900,array
8709,2900,string
8710,2900,dynamic-programming
8711,2900,greedy
8712,2901,array
8713,2901,string
8714,2901,dynamic-programming
8715,2902,array
8716,2902,hash-table
8717,2902,dynamic-programming
8718,2902,sliding-window
8719,2903,array
8720,2903,two-pointers
8721,2904,string
8722,2904,sliding-window
8723,2905,array
8724,2905,two-pointers
8725,2906,array
8726,2906,matrix
8727,2906,prefix-sum
8728,2907,array
8729,2907,binary-indexed-tree
8730,2907,segment-tree
8731,2908,array
8732,2909,array
8733,2910,array
8734,2910,hash-table
8735,2910,greedy
8736,2911,two-pointers
8737,2911,string
8738,2911,dynamic-programming
8739,2912,math
8740,2912,dynamic-programming
8741,2912,combinatorics
8742,2913,array
8743,2913,hash-table
8744,2914,string
8745,2915,array
8746,2915,dynamic-programming
8747,2916,array
8748,2916,dynamic-programming
8749,2916,binary-indexed-tree
8750,2916,segment-tree
8751,2917,array
8752,2917,bit-manipulation
8753,2918,array
8754,2918,greedy
8755,2919,array
8756,2919,dynamic-programming
8757,2920,array
8758,2920,dynamic-programming
8759,2920,bit-manipulation
8760,2920,tree
8761,2920,depth-first-search
8762,2920,memoization
8763,2921,array
8764,2921,binary-indexed-tree
8765,2921,segment-tree
8766,2922,database
8767,2923,array
8768,2923,matrix
8769,2924,graph
8770,2925,dynamic-programming
8771,2925,tree
8772,2925,depth-first-search
8773,2926,array
8774,2926,binary-search
8775,2926,dynamic-programming
8776,2926,binary-indexed-tree
8777,2926,segment-tree
8778,2927,math
8779,2927,combinatorics
8780,2928,math
8781,2928,combinatorics
8782,2928,enumeration
8783,2929,math
8784,2929,combinatorics
8785,2929,enumeration
8786,2930,math
8787,2930,dynamic-programming
8788,2930,combinatorics
8789,2931,array
8790,2931,greedy
8791,2931,sorting
8792,2931,heap-priority-queue
8793,2931,matrix
8794,2932,array
8795,2932,hash-table
8796,2932,bit-manipulation
8797,2932,trie
8798,2932,sliding-window
8799,2933,array
8800,2933,hash-table
8801,2933,string
8802,2933,sorting
8803,2934,array
8804,2934,enumeration
8805,2935,array
8806,2935,hash-table
8807,2935,bit-manipulation
8808,2935,trie
8809,2935,sliding-window
8810,2936,array
8811,2936,binary-search
8812,2936,interactive
8813,2937,string
8814,2938,two-pointers
8815,2938,string
8816,2938,greedy
8817,2939,math
8818,2939,greedy
8819,2939,bit-manipulation
8820,2940,array
8821,2940,binary-search
8822,2940,stack
8823,2940,binary-indexed-tree
8824,2940,segment-tree
8825,2940,heap-priority-queue
8826,2940,monotonic-stack
8827,2941,array
8828,2941,math
8829,2941,binary-search
8830,2941,number-theory
8831,2942,array
8832,2942,string
8833,2943,array
8834,2943,sorting
8835,2944,array
8836,2944,dynamic-programming
8837,2944,queue
8838,2944,heap-priority-queue
8839,2944,monotonic-queue
8840,2945,array
8841,2945,binary-search
8842,2945,dynamic-programming
8843,2945,stack
8844,2945,queue
8845,2945,monotonic-stack
8846,2945,monotonic-queue
8847,2946,array
8848,2946,math
8849,2946,matrix
8850,2946,simulation
8851,2947,hash-table
8852,2947,math
8853,2947,string
8854,2947,enumeration
8855,2947,number-theory
8856,2947,prefix-sum
8857,2948,array
8858,2948,union-find
8859,2948,sorting
8860,2949,hash-table
8861,2949,math
8862,2949,string
8863,2949,number-theory
8864,2949,prefix-sum
8865,2950,hash-table
8866,2950,string
8867,2950,counting
8868,2950,prefix-sum
8869,2951,array
8870,2951,enumeration
8871,2952,array
8872,2952,greedy
8873,2952,sorting
8874,2953,hash-table
8875,2953,string
8876,2953,sliding-window
8877,2954,array
8878,2954,math
8879,2954,combinatorics
8880,2955,array
8881,2955,hash-table
8882,2955,string
8883,2955,counting
8884,2955,prefix-sum
8885,2956,array
8886,2956,hash-table
8887,2957,string
8888,2957,dynamic-programming
8889,2957,greedy
8890,2958,array
8891,2958,hash-table
8892,2958,sliding-window
8893,2959,bit-manipulation
8894,2959,graph
8895,2959,heap-priority-queue
8896,2959,enumeration
8897,2959,shortest-path
8898,2960,array
8899,2960,simulation
8900,2960,counting
8901,2961,array
8902,2961,math
8903,2961,simulation
8904,2962,array
8905,2962,sliding-window
8906,2963,array
8907,2963,hash-table
8908,2963,math
8909,2963,combinatorics
8910,2964,array
8911,2964,hash-table
8912,2965,array
8913,2965,hash-table
8914,2965,math
8915,2965,matrix
8916,2966,array
8917,2966,greedy
8918,2966,sorting
8919,2967,array
8920,2967,math
8921,2967,binary-search
8922,2967,greedy
8923,2967,sorting
8924,2968,array
8925,2968,binary-search
8926,2968,sliding-window
8927,2968,sorting
8928,2968,prefix-sum
8929,2969,array
8930,2969,dynamic-programming
8931,2969,queue
8932,2969,heap-priority-queue
8933,2969,monotonic-queue
8934,2970,array
8935,2970,two-pointers
8936,2970,binary-search
8937,2970,enumeration
8938,2971,array
8939,2971,greedy
8940,2971,sorting
8941,2971,prefix-sum
8942,2972,array
8943,2972,two-pointers
8944,2972,binary-search
8945,2973,dynamic-programming
8946,2973,tree
8947,2973,depth-first-search
8948,2973,sorting
8949,2973,heap-priority-queue
8950,2974,array
8951,2974,sorting
8952,2974,heap-priority-queue
8953,2974,simulation
8954,2975,array
8955,2975,hash-table
8956,2975,enumeration
8957,2976,array
8958,2976,string
8959,2976,graph
8960,2976,shortest-path
8961,2977,array
8962,2977,string
8963,2977,dynamic-programming
8964,2977,graph
8965,2977,trie
8966,2977,shortest-path
8967,2978,database
8968,2979,math
8969,2979,dynamic-programming
8970,2979,number-theory
8971,2980,array
8972,2980,bit-manipulation
8973,2981,hash-table
8974,2981,string
8975,2981,binary-search
8976,2981,sliding-window
8977,2981,counting
8978,2982,hash-table
8979,2982,string
8980,2982,binary-search
8981,2982,sliding-window
8982,2982,counting
8983,2983,hash-table
8984,2983,string
8985,2983,prefix-sum
8986,2984,database
8987,2985,database
8988,2986,database
8989,2987,database
8990,2988,database
8991,2989,database
8992,2990,database
8993,2991,database
8994,2992,array
8995,2992,dynamic-programming
8996,2992,backtracking
8997,2992,bit-manipulation
8998,2992,bitmask
8999,2993,database
9000,2994,database
9001,2995,database
9002,2996,array
9003,2996,hash-table
9004,2996,sorting
9005,2997,array
9006,2997,bit-manipulation
9007,2998,dynamic-programming
9008,2998,breadth-first-search
9009,2998,memoization
9010,2999,math
9011,2999,string
9012,2999,dynamic-programming
9013,3000,array
9014,3001,math
9015,3001,enumeration
9016,3002,array
9017,3002,hash-table
9018,3002,greedy
9019,3003,string
9020,3003,dynamic-programming
9021,3003,bit-manipulation
9022,3003,bitmask
9023,3004,array
9024,3004,dynamic-programming
9025,3004,tree
9026,3004,depth-first-search
9027,3005,array
9028,3005,hash-table
9029,3005,counting
9030,3006,two-pointers
9031,3006,string
9032,3006,binary-search
9033,3006,rolling-hash
9034,3006,string-matching
9035,3006,hash-function
9036,3007,binary-search
9037,3007,dynamic-programming
9038,3007,bit-manipulation
9039,3008,two-pointers
9040,3008,string
9041,3008,binary-search
9042,3008,rolling-hash
9043,3008,string-matching
9044,3008,hash-function
9045,3009,array
9046,3009,math
9047,3009,binary-indexed-tree
9048,3009,geometry
9049,3010,array
9050,3010,sorting
9051,3010,enumeration
9052,3011,array
9053,3011,bit-manipulation
9054,3011,sorting
9055,3012,array
9056,3012,math
9057,3012,greedy
9058,3012,number-theory
9059,3013,array
9060,3013,hash-table
9061,3013,sliding-window
9062,3013,heap-priority-queue
9063,3014,math
9064,3014,string
9065,3014,greedy
9066,3015,breadth-first-search
9067,3015,graph
9068,3015,prefix-sum
9069,3016,hash-table
9070,3016,string
9071,3016,greedy
9072,3016,sorting
9073,3016,counting
9074,3017,graph
9075,3017,prefix-sum
9076,3018,array
9077,3018,dynamic-programming
9078,3019,string
9079,3020,array
9080,3020,hash-table
9081,3020,enumeration
9082,3021,math
9083,3022,array
9084,3022,greedy
9085,3022,bit-manipulation
9086,3023,array
9087,3023,sliding-window
9088,3023,rolling-hash
9089,3023,string-matching
9090,3023,hash-function
9091,3024,array
9092,3024,math
9093,3024,sorting
9094,3025,array
9095,3025,math
9096,3025,geometry
9097,3025,sorting
9098,3025,enumeration
9099,3026,array
9100,3026,hash-table
9101,3026,prefix-sum
9102,3027,array
9103,3027,math
9104,3027,geometry
9105,3027,sorting
9106,3027,enumeration
9107,3028,array
9108,3028,simulation
9109,3028,prefix-sum
9110,3029,string
9111,3029,rolling-hash
9112,3029,string-matching
9113,3029,hash-function
9114,3030,array
9115,3030,matrix
9116,3031,string
9117,3031,rolling-hash
9118,3031,string-matching
9119,3031,hash-function
9120,3032,hash-table
9121,3032,math
9122,3032,dynamic-programming
9123,3033,array
9124,3033,matrix
9125,3034,array
9126,3034,rolling-hash
9127,3034,string-matching
9128,3034,hash-function
9129,3035,array
9130,3035,hash-table
9131,3035,string
9132,3035,greedy
9133,3035,sorting
9134,3035,counting
9135,3036,array
9136,3036,rolling-hash
9137,3036,string-matching
9138,3036,hash-function
9139,3037,array
9140,3037,sliding-window
9141,3037,rolling-hash
9142,3037,string-matching
9143,3037,hash-function
9144,3038,array
9145,3038,simulation
9146,3039,array
9147,3039,hash-table
9148,3039,sorting
9149,3039,counting
9150,3040,array
9151,3040,dynamic-programming
9152,3040,memoization
9153,3041,array
9154,3041,dynamic-programming
9155,3041,sorting
9156,3042,array
9157,3042,string
9158,3042,trie
9159,3042,rolling-hash
9160,3042,string-matching
9161,3042,hash-function
9162,3043,array
9163,3043,hash-table
9164,3043,string
9165,3043,trie
9166,3044,array
9167,3044,hash-table
9168,3044,math
9169,3044,matrix
9170,3044,counting
9171,3044,enumeration
9172,3044,number-theory
9173,3045,array
9174,3045,string
9175,3045,trie
9176,3045,rolling-hash
9177,3045,string-matching
9178,3045,hash-function
9179,3046,array
9180,3046,hash-table
9181,3046,counting
9182,3047,array
9183,3047,math
9184,3047,geometry
9185,3048,array
9186,3048,binary-search
9187,3049,array
9188,3049,binary-search
9189,3049,greedy
9190,3049,heap-priority-queue
9191,3050,database
9192,3051,database
9193,3052,database
9194,3053,database
9195,3054,database
9196,3055,database
9197,3056,database
9198,3057,database
9199,3058,database
9200,3059,database
9201,3060,database
9202,3061,database
9203,3062,linked-list
9204,3063,hash-table
9205,3063,linked-list
9206,3063,counting
9207,3064,bit-manipulation
9208,3064,interactive
9209,3065,array
9210,3066,array
9211,3066,heap-priority-queue
9212,3066,simulation
9213,3067,array
9214,3067,tree
9215,3067,depth-first-search
9216,3068,array
9217,3068,dynamic-programming
9218,3068,greedy
9219,3068,bit-manipulation
9220,3068,tree
9221,3068,sorting
9222,3069,array
9223,3069,simulation
9224,3070,array
9225,3070,matrix
9226,3070,prefix-sum
9227,3071,array
9228,3071,hash-table
9229,3071,matrix
9230,3071,counting
9231,3072,array
9232,3072,binary-indexed-tree
9233,3072,segment-tree
9234,3072,simulation
9235,3073,array
9236,3073,ordered-set
9237,3074,array
9238,3074,greedy
9239,3074,sorting
9240,3075,array
9241,3075,greedy
9242,3075,sorting
9243,3076,array
9244,3076,hash-table
9245,3076,string
9246,3076,trie
9247,3077,array
9248,3077,dynamic-programming
9249,3077,prefix-sum
9250,3078,array
9251,3078,hash-table
9252,3078,string
9253,3078,matrix
9254,3079,array
9255,3079,math
9256,3080,array
9257,3080,hash-table
9258,3080,sorting
9259,3080,heap-priority-queue
9260,3080,simulation
9261,3081,hash-table
9262,3081,string
9263,3081,greedy
9264,3081,sorting
9265,3081,heap-priority-queue
9266,3081,counting
9267,3082,array
9268,3082,dynamic-programming
9269,3083,hash-table
9270,3083,string
9271,3084,math
9272,3084,string
9273,3084,counting
9274,3085,hash-table
9275,3085,string
9276,3085,greedy
9277,3085,sorting
9278,3085,counting
9279,3086,array
9280,3086,greedy
9281,3086,sliding-window
9282,3086,prefix-sum
9283,3087,database
9284,3088,string
9285,3088,greedy
9286,3088,sorting
9287,3088,counting-sort
9288,3089,database
9289,3090,hash-table
9290,3090,string
9291,3090,sliding-window
9292,3091,math
9293,3091,greedy
9294,3091,enumeration
9295,3092,array
9296,3092,hash-table
9297,3092,heap-priority-queue
9298,3092,ordered-set
9299,3093,array
9300,3093,string
9301,3093,trie
9302,3094,bit-manipulation
9303,3094,interactive
9304,3095,array
9305,3095,bit-manipulation
9306,3095,sliding-window
9307,3096,array
9308,3096,prefix-sum
9309,3097,array
9310,3097,bit-manipulation
9311,3097,sliding-window
9312,3098,array
9313,3098,dynamic-programming
9314,3098,sorting
9315,3099,math
9316,3100,math
9317,3100,simulation
9318,3101,array
9319,3101,math
9320,3102,array
9321,3102,math
9322,3102,geometry
9323,3102,sorting
9324,3102,ordered-set
9325,3103,database
9326,3104,hash-table
9327,3104,string
9328,3104,binary-search
9329,3104,prefix-sum
9330,3105,array
9331,3106,string
9332,3106,greedy
9333,3107,array
9334,3107,greedy
9335,3107,sorting
9336,3108,array
9337,3108,bit-manipulation
9338,3108,union-find
9339,3108,graph
9340,3109,array
9341,3109,binary-search
9342,3109,divide-and-conquer
9343,3109,binary-indexed-tree
9344,3109,segment-tree
9345,3109,merge-sort
9346,3109,ordered-set
9347,3110,string
9348,3111,array
9349,3111,greedy
9350,3111,sorting
9351,3112,array
9352,3112,graph
9353,3112,heap-priority-queue
9354,3112,shortest-path
9355,3113,array
9356,3113,binary-search
9357,3113,stack
9358,3113,monotonic-stack
9359,3114,string
9360,3114,enumeration
9361,3115,array
9362,3115,math
9363,3115,number-theory
9364,3116,array
9365,3116,math
9366,3116,binary-search
9367,3116,bit-manipulation
9368,3116,combinatorics
9369,3116,number-theory
9370,3117,array
9371,3117,binary-search
9372,3117,dynamic-programming
9373,3117,bit-manipulation
9374,3117,segment-tree
9375,3117,queue
9376,3118,database
9377,3119,string
9378,3119,greedy
9379,3119,sorting
9380,3120,hash-table
9381,3120,string
9382,3121,hash-table
9383,3121,string
9384,3122,array
9385,3122,dynamic-programming
9386,3122,matrix
9387,3123,depth-first-search
9388,3123,breadth-first-search
9389,3123,graph
9390,3123,heap-priority-queue
9391,3123,shortest-path
9392,3124,database
9393,3125,string
9394,3125,greedy
9395,3125,sorting
9396,3126,database
9397,3127,array
9398,3127,matrix
9399,3127,enumeration
9400,3128,array
9401,3128,hash-table
9402,3128,math
9403,3128,combinatorics
9404,3128,counting
9405,3129,dynamic-programming
9406,3129,prefix-sum
9407,3130,dynamic-programming
9408,3130,prefix-sum
9409,3131,array
9410,3132,array
9411,3132,two-pointers
9412,3132,sorting
9413,3132,enumeration
9414,3133,bit-manipulation
9415,3134,array
9416,3134,hash-table
9417,3134,binary-search
9418,3134,sliding-window
9419,3135,string
9420,3135,binary-search
9421,3135,dynamic-programming
9422,3135,sliding-window
9423,3135,hash-function
9424,3136,string
9425,3137,hash-table
9426,3137,string
9427,3137,counting
9428,3138,hash-table
9429,3138,string
9430,3138,counting
9431,3139,array
9432,3139,greedy
9433,3139,enumeration
9434,3140,database
9435,3141,array
9436,3141,bit-manipulation
9437,3141,breadth-first-search
9438,3142,array
9439,3142,matrix
9440,3143,array
9441,3143,hash-table
9442,3143,string
9443,3143,binary-search
9444,3143,sorting
9445,3144,hash-table
9446,3144,string
9447,3144,dynamic-programming
9448,3144,counting
9449,3145,array
9450,3145,binary-search
9451,3145,bit-manipulation
9452,3146,hash-table
9453,3146,string
9454,3147,array
9455,3147,prefix-sum
9456,3148,array
9457,3148,dynamic-programming
9458,3148,matrix
9459,3149,array
9460,3149,dynamic-programming
9461,3149,bit-manipulation
9462,3149,bitmask
9463,3150,database
9464,3151,array
9465,3152,array
9466,3152,binary-search
9467,3152,prefix-sum
9468,3153,array
9469,3153,hash-table
9470,3153,math
9471,3153,counting
9472,3154,math
9473,3154,dynamic-programming
9474,3154,bit-manipulation
9475,3154,memoization
9476,3154,combinatorics
9477,3155,array
9478,3155,math
9479,3155,binary-search
9480,3156,database
9481,3157,tree
9482,3157,depth-first-search
9483,3157,breadth-first-search
9484,3157,binary-tree
9485,3158,array
9486,3158,hash-table
9487,3158,bit-manipulation
9488,3159,array
9489,3159,hash-table
9490,3160,array
9491,3160,hash-table
9492,3160,simulation
9493,3161,array
9494,3161,binary-search
9495,3161,binary-indexed-tree
9496,3161,segment-tree
9497,3162,array
9498,3162,hash-table
9499,3163,string
9500,3164,array
9501,3164,hash-table
9502,3165,array
9503,3165,divide-and-conquer
9504,3165,dynamic-programming
9505,3165,segment-tree
9506,3166,database
9507,3167,hash-table
9508,3167,string
9509,3167,sorting
9510,3167,counting
9511,3168,string
9512,3168,simulation
9513,3169,array
9514,3169,sorting
9515,3170,hash-table
9516,3170,string
9517,3170,stack
9518,3170,greedy
9519,3170,heap-priority-queue
9520,3171,array
9521,3171,binary-search
9522,3171,bit-manipulation
9523,3171,segment-tree
9524,3172,database
9525,3173,array
9526,3173,bit-manipulation
9527,3174,string
9528,3174,stack
9529,3174,simulation
9530,3175,array
9531,3175,simulation
9532,3176,array
9533,3176,hash-table
9534,3176,dynamic-programming
9535,3177,array
9536,3177,hash-table
9537,3177,dynamic-programming
9538,3178,math
9539,3178,simulation
9540,3179,array
9541,3179,math
9542,3179,simulation
9543,3179,combinatorics
9544,3179,prefix-sum
9545,3180,array
9546,3180,dynamic-programming
9547,3181,array
9548,3181,dynamic-programming
9549,3181,bit-manipulation
9550,3182,database
9551,3183,array
9552,3183,dynamic-programming
9553,3184,array
9554,3184,hash-table
9555,3184,counting
9556,3185,array
9557,3185,hash-table
9558,3185,counting
9559,3186,array
9560,3186,hash-table
9561,3186,two-pointers
9562,3186,binary-search
9563,3186,dynamic-programming
9564,3186,sorting
9565,3186,counting
9566,3187,array
9567,3187,binary-indexed-tree
9568,3187,segment-tree
9569,3188,database
9570,3189,array
9571,3189,greedy
9572,3189,sorting
9573,3189,counting-sort
9574,3190,array
9575,3190,math
9576,3191,array
9577,3191,bit-manipulation
9578,3191,queue
9579,3191,sliding-window
9580,3191,prefix-sum
9581,3192,array
9582,3192,dynamic-programming
9583,3192,greedy
9584,3193,array
9585,3193,dynamic-programming
9586,3194,array
9587,3194,two-pointers
9588,3194,sorting
9589,3195,array
9590,3195,matrix
9591,3196,array
9592,3196,dynamic-programming
9593,3197,array
9594,3197,matrix
9595,3197,enumeration
