QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,Medium,31.396787389005286,False,"array,dynamic-programming",algorithms
2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,Medium,29.825735945653243,False,"array,dynamic-programming",algorithms
2772,Apply Operations to Make All Array Elements Equal to Zero,apply-operations-to-make-all-array-elements-equal-to-zero,Medium,32.71946603719832,False,"array,prefix-sum",algorithms
2773,Height of Special Binary Tree,height-of-special-binary-tree,Medium,73.49693251533742,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
2774,Array Upper Bound,array-upper-bound,Easy,82.60135135135135,True,,
2775,Undefined to Null,undefined-to-null,Medium,71.2351945854484,True,,
2776,Convert Callback Based Function to Promise Based Function,convert-callback-based-function-to-promise-based-function,Medium,91.25412541254126,True,,
2777,Date Range Generator,date-range-generator,Medium,83.09248554913295,True,,
2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,Easy,81.12657426037708,False,"array,enumeration",algorithms
2779,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,Medium,58.0902669765229,False,"array,binary-search,sliding-window,sorting",algorithms
2780,Minimum Index of a Valid Split,minimum-index-of-a-valid-split,Medium,75.56185742204096,False,"array,hash-table,sorting",algorithms
2781,Length of the Longest Valid Substring,length-of-the-longest-valid-substring,Hard,37.72867291129691,False,"array,hash-table,string,sliding-window",algorithms
2782,Number of Unique Categories,number-of-unique-categories,Medium,82.64182895850973,True,"union-find,interactive,counting",algorithms
2783,Flight Occupancy and Waitlist Analysis,flight-occupancy-and-waitlist-analysis,Medium,38.47900113507378,True,database,database
2784,Check if Array is Good,check-if-array-is-good,Easy,48.40447507147225,False,"array,hash-table,sorting",algorithms
2785,Sort Vowels in a String,sort-vowels-in-a-string,Medium,79.41788807461693,False,"string,sorting",algorithms
2786,Visit Array Positions to Maximize Score,visit-array-positions-to-maximize-score,Medium,36.56319979077789,False,"array,dynamic-programming",algorithms
2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,Medium,33.82715333545937,False,dynamic-programming,algorithms
2788,Split Strings by Separator,split-strings-by-separator,Easy,74.93679638713023,False,"array,string",algorithms
2789,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,Medium,46.7208054980178,False,"array,greedy",algorithms
2790,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,Hard,22.128632986363556,False,"array,math,binary-search,greedy,sorting",algorithms
2791,Count Paths That Can Form a Palindrome in a Tree,count-paths-that-can-form-a-palindrome-in-a-tree,Hard,45.456043956043956,False,"dynamic-programming,bit-manipulation,tree,depth-first-search,bitmask",algorithms
2792,Count Nodes That Are Great Enough,count-nodes-that-are-great-enough,Hard,57.36585365853658,True,"divide-and-conquer,tree,depth-first-search,binary-tree",algorithms
2793,Status of Flight Tickets,status-of-flight-tickets,Hard,78.5674778761062,True,,database
2794,Create Object from Two Arrays,create-object-from-two-arrays,Easy,64.02783819051761,True,,
2795,Parallel Execution of Promises for Individual Results Retrieval,parallel-execution-of-promises-for-individual-results-retrieval,Medium,90.33232628398792,True,,
2796,Repeat String,repeat-string,Easy,93.18117779656241,True,,
2797,Partial Function with Placeholders,partial-function-with-placeholders,Easy,89.51456310679612,True,,
2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,Easy,87.62116195707038,False,array,algorithms
2799,Count Complete Subarrays in an Array,count-complete-subarrays-in-an-array,Medium,75.82381887377888,False,"array,hash-table,sliding-window",algorithms
2800,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,Medium,30.753746365466338,False,"string,greedy,enumeration",algorithms
2801,Count Stepping Numbers in Range,count-stepping-numbers-in-range,Hard,26.0548052237973,False,"string,dynamic-programming",algorithms
2802,Find The K-th Lucky Number,find-the-k-th-lucky-number,Medium,76.00200400801603,True,"math,string,bit-manipulation",algorithms
2803,Factorial Generator,factorial-generator,Easy,86.72391017173051,True,,
2804,Array Prototype ForEach,array-prototype-foreach,Easy,89.46280991735537,True,,
2805,Custom Interval,custom-interval,Medium,82.76797829036636,True,,
2806,Account Balance After Rounded Purchase,account-balance-after-rounded-purchase,Easy,55.11637218566163,False,math,algorithms
2807,Insert Greatest Common Divisors in Linked List,insert-greatest-common-divisors-in-linked-list,Medium,91.51173406369153,False,"linked-list,math,number-theory",algorithms
2808,Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,Medium,27.469516591626476,False,"array,hash-table",algorithms
2809,Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,Hard,25.362387494078636,False,"array,dynamic-programming,sorting",algorithms
2810,Faulty Keyboard,faulty-keyboard,Easy,78.64095742618031,False,"string,simulation",algorithms
2811,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,Medium,33.929183079294404,False,"array,dynamic-programming,greedy",algorithms
2812,Find the Safest Path in a Grid,find-the-safest-path-in-a-grid,Medium,48.40532378305909,False,"array,binary-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
2813,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,Hard,27.958168787479888,False,"array,hash-table,stack,greedy,sorting,heap-priority-queue",algorithms
2814,Minimum Time Takes to Reach Destination Without Drowning,minimum-time-takes-to-reach-destination-without-drowning,Hard,52.0122652357225,True,"array,breadth-first-search,matrix",algorithms
2815,Max Pair Sum in an Array,max-pair-sum-in-an-array,Easy,59.16435521507507,False,"array,hash-table",algorithms
2816,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,Medium,61.24621509752802,False,"linked-list,math,stack",algorithms
2817,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,Medium,34.14893501589609,False,"array,binary-search,ordered-set",algorithms
2818,Apply Operations to Maximize Score,apply-operations-to-maximize-score,Hard,54.04935216188673,False,"array,math,stack,greedy,sorting,monotonic-stack,number-theory",algorithms
2819,Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,Hard,42.15530903328051,True,"array,binary-search,sorting,prefix-sum",algorithms
2820,Election Results,election-results,Medium,68.56696602889497,True,,database
2821,Delay the Resolution of Each Promise,delay-the-resolution-of-each-promise,Medium,72.75042444821732,True,,
2822,Inversion of Object,inversion-of-object,Easy,60.02060793405462,True,,
2823,Deep Object Filter,deep-object-filter,Medium,56.17529880478087,True,,
2824,Count Pairs Whose Sum is Less than Target,count-pairs-whose-sum-is-less-than-target,Easy,87.49543079104556,False,"array,two-pointers,binary-search,sorting",algorithms
2825,Make String a Subsequence Using Cyclic Increments,make-string-a-subsequence-using-cyclic-increments,Medium,65.60056741332102,False,"two-pointers,string",algorithms
2826,Sorting Three Groups,sorting-three-groups,Medium,41.88184277957962,False,"array,binary-search,dynamic-programming",algorithms
2827,Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,Hard,19.624357932239153,False,"math,dynamic-programming",algorithms
2828,Check if a String Is an Acronym of Words,check-if-a-string-is-an-acronym-of-words,Easy,82.58039707180905,False,"array,string",algorithms
2829,Determine the Minimum Sum of a k-avoiding Array,determine-the-minimum-sum-of-a-k-avoiding-array,Medium,59.88225266746638,False,"math,greedy",algorithms
2830,Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,Medium,37.21028107620622,False,"array,hash-table,binary-search,dynamic-programming,sorting",algorithms
2831,Find the Longest Equal Subarray,find-the-longest-equal-subarray,Medium,36.28007645603778,False,"array,hash-table,binary-search,sliding-window",algorithms
2832,Maximal Range That Each Element Is Maximum in It,maximal-range-that-each-element-is-maximum-in-it,Medium,75.26302605210421,True,"array,stack,monotonic-stack",algorithms
2833,Furthest Point From Origin,furthest-point-from-origin,Easy,64.46515632817864,False,"string,counting",algorithms
2834,Find the Minimum Possible Sum of a Beautiful Array,find-the-minimum-possible-sum-of-a-beautiful-array,Medium,35.93618425544505,False,"math,greedy",algorithms
2835,Minimum Operations to Form Subsequence With Target Sum,minimum-operations-to-form-subsequence-with-target-sum,Hard,31.31463040980467,False,"array,greedy,bit-manipulation",algorithms
2836,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,Hard,28.96930371849264,False,"array,dynamic-programming,bit-manipulation",algorithms
2837,Total Traveled Distance,total-traveled-distance,Easy,77.77591130522426,True,database,database
2838,Maximum Coins Heroes Can Collect,maximum-coins-heroes-can-collect,Medium,68.4381999592751,True,"array,two-pointers,binary-search,sorting,prefix-sum",algorithms
2839,Check if Strings Can be Made Equal With Operations I,check-if-strings-can-be-made-equal-with-operations-i,Easy,47.08509165606091,False,string,algorithms
2840,Check if Strings Can be Made Equal With Operations II,check-if-strings-can-be-made-equal-with-operations-ii,Medium,55.24560909176294,False,"hash-table,string,sorting",algorithms
2841,Maximum Sum of Almost Unique Subarray,maximum-sum-of-almost-unique-subarray,Medium,39.37510498908113,False,"array,hash-table,sliding-window",algorithms
2842,Count K-Subsequences of a String With Maximum Beauty,count-k-subsequences-of-a-string-with-maximum-beauty,Hard,29.661809066576026,False,"hash-table,math,string,greedy,combinatorics",algorithms
2843,  Count Symmetric Integers,count-symmetric-integers,Easy,83.14108901827237,False,"math,enumeration",algorithms
2844,Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,Medium,38.10357700400461,False,"math,string,greedy,enumeration",algorithms
2845,Count of Interesting Subarrays,count-of-interesting-subarrays,Medium,58.05758177516499,False,"array,hash-table,prefix-sum",algorithms
2846,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,Hard,42.900016673150674,False,"array,tree,graph,strongly-connected-component",algorithms
2847,Smallest Number With Given Digit Product,smallest-number-with-given-digit-product,Medium,43.12611012433393,True,"math,greedy",algorithms
2848,Points That Intersect With Cars,points-that-intersect-with-cars,Easy,72.8610421557505,False,"array,hash-table,prefix-sum",algorithms
2849,Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,Medium,37.135170193855245,False,math,algorithms
2850,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,Medium,44.333927724246244,False,"array,dynamic-programming,breadth-first-search,matrix",algorithms
2851,String Transformation,string-transformation,Hard,25.097735962538124,False,"math,string,dynamic-programming,string-matching",algorithms
2852,Sum of Remoteness of All Cells,sum-of-remoteness-of-all-cells,Medium,70.81273709621796,True,"array,hash-table,depth-first-search,breadth-first-search,union-find,matrix",algorithms
2853,Highest Salaries Difference,highest-salaries-difference,Easy,74.36288722722418,True,database,database
2854,Rolling Average Steps,rolling-average-steps,Medium,69.80871962777874,True,database,database
2855,Minimum Right Shifts to Sort the Array,minimum-right-shifts-to-sort-the-array,Easy,56.724329151482856,False,array,algorithms
2856,Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,Medium,25.26599505125486,False,"array,hash-table,two-pointers,binary-search,greedy,counting",algorithms
2857,Count Pairs of Points With Distance k,count-pairs-of-points-with-distance-k,Medium,32.05992121086461,False,"array,hash-table,bit-manipulation",algorithms
2858,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,Hard,55.287958115183244,False,"dynamic-programming,depth-first-search,breadth-first-search,graph",algorithms
2859,Sum of Values at Indices With K Set Bits,sum-of-values-at-indices-with-k-set-bits,Easy,85.75063613231552,False,"array,bit-manipulation",algorithms
2860,Happy Students,happy-students,Medium,50.089905494689305,False,"array,sorting,enumeration",algorithms
2861,Maximum Number of Alloys,maximum-number-of-alloys,Medium,38.94187049688717,False,"array,binary-search",algorithms
2862,Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,Hard,41.63267264961367,False,"array,math,number-theory",algorithms
2863,Maximum Length of Semi-Decreasing Subarrays,maximum-length-of-semi-decreasing-subarrays,Medium,70.0740218540712,True,"array,stack,sorting,monotonic-stack",algorithms
2864,Maximum Odd Binary Number,maximum-odd-binary-number,Easy,82.72893704464786,False,"math,string,greedy",algorithms
2865,Beautiful Towers I,beautiful-towers-i,Medium,43.37930033386559,False,"array,stack,monotonic-stack",algorithms
2866,Beautiful Towers II,beautiful-towers-ii,Medium,34.62324448889082,False,"array,stack,monotonic-stack",algorithms
2867,Count Valid Paths in a Tree,count-valid-paths-in-a-tree,Hard,34.4469563761199,False,"math,dynamic-programming,tree,depth-first-search,number-theory",algorithms
2868,The Wording Game,the-wording-game,Hard,53.81165919282511,True,"array,math,two-pointers,string,greedy,game-theory",algorithms
2869,Minimum Operations to Collect Elements,minimum-operations-to-collect-elements,Easy,61.15941216064618,False,"array,hash-table,bit-manipulation",algorithms
2870,Minimum Number of Operations to Make Array Empty,minimum-number-of-operations-to-make-array-empty,Medium,61.85348307060426,False,"array,hash-table,greedy,counting",algorithms
2871,Split Array Into Maximum Number of Subarrays,split-array-into-maximum-number-of-subarrays,Medium,41.55693080824531,False,"array,greedy,bit-manipulation",algorithms
2872,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,Hard,69.74878934624698,False,"tree,depth-first-search",algorithms
2873,Maximum Value of an Ordered Triplet I,maximum-value-of-an-ordered-triplet-i,Easy,58.2905702571748,False,array,algorithms
2874,Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,Medium,56.66561578547188,False,array,algorithms
2875,Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,Medium,31.21569817148846,False,"array,hash-table,sliding-window,prefix-sum",algorithms
2876,Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,Hard,28.975933145031398,False,"dynamic-programming,graph,memoization",algorithms
2877,Create a DataFrame from List,create-a-dataframe-from-list,Easy,81.45957203929588,False,,
2878,Get the Size of a DataFrame,get-the-size-of-a-dataframe,Easy,85.20065445159193,False,,
2879,Display the First Three Rows,display-the-first-three-rows,Easy,93.10149169835134,False,,
2880,Select Data,select-data,Easy,79.24544293641017,False,,
2881,Create a New Column,create-a-new-column,Easy,90.31088939723838,False,,
2882,Drop Duplicate Rows,drop-duplicate-rows,Easy,85.53441865501932,False,,
2883,Drop Missing Data,drop-missing-data,Easy,64.41482243351119,False,,
2884,Modify Columns,modify-columns,Easy,92.54100254100254,False,,
2885,Rename Columns,rename-columns,Easy,85.62156396159843,False,,
2886,Change Data Type,change-data-type,Easy,87.52251711300588,False,,
2887,Fill Missing Data,fill-missing-data,Easy,72.32301408784184,False,,
2888,Reshape Data: Concatenate,reshape-data-concatenate,Easy,90.73085517681693,False,,
2889,Reshape Data: Pivot,reshape-data-pivot,Easy,83.58636521470736,False,,
2890,Reshape Data: Melt,reshape-data-melt,Easy,86.23304575273694,False,,
2891,Method Chaining,method-chaining,Easy,76.6069327540954,False,,
2892,Minimizing Array After Replacing Pairs With Their Product,minimizing-array-after-replacing-pairs-with-their-product,Medium,39.945280437756495,True,"array,dynamic-programming,greedy",algorithms
2893,Calculate Orders Within Each Interval,calculate-orders-within-each-interval,Medium,67.88788788788789,True,database,database
2894,Divisible and Non-divisible Sums Difference,divisible-and-non-divisible-sums-difference,Easy,91.27340195811233,False,math,algorithms
2895,Minimum Processing Time,minimum-processing-time,Medium,69.27956268371925,False,"array,greedy,sorting",algorithms
2896,Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,Medium,27.18535995856592,False,"string,dynamic-programming",algorithms
2897,Apply Operations on Array to Maximize Sum of Squares,apply-operations-on-array-to-maximize-sum-of-squares,Hard,43.21650176085863,False,"array,hash-table,greedy,bit-manipulation",algorithms
2898,Maximum Linear Stock Score,maximum-linear-stock-score,Medium,59.361702127659576,True,"array,hash-table",algorithms
2899,Last Visited Integers,last-visited-integers,Easy,61.04982349165597,False,"array,simulation",algorithms
2900,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,Easy,67.53160312926859,False,"array,string,dynamic-programming,greedy",algorithms
2901,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,Medium,51.35344652297682,False,"array,string,dynamic-programming",algorithms
2902,Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,Hard,20.58076225045372,False,"array,hash-table,dynamic-programming,sliding-window",algorithms
2903,Find Indices With Index and Value Difference I,find-indices-with-index-and-value-difference-i,Easy,60.28287270728172,False,"array,two-pointers",algorithms
2904,Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,Medium,39.69290906413569,False,"string,sliding-window",algorithms
2905,Find Indices With Index and Value Difference II,find-indices-with-index-and-value-difference-ii,Medium,31.860626105684176,False,"array,two-pointers",algorithms
2906,Construct Product Matrix,construct-product-matrix,Medium,30.994593235257135,False,"array,matrix,prefix-sum",algorithms
2907,Maximum Profitable Triplets With Increasing Prices I,maximum-profitable-triplets-with-increasing-prices-i,Medium,54.61355124276472,True,"array,binary-indexed-tree,segment-tree",algorithms
2908,Minimum Sum of Mountain Triplets I,minimum-sum-of-mountain-triplets-i,Easy,66.01630032106694,False,array,algorithms
2909,Minimum Sum of Mountain Triplets II,minimum-sum-of-mountain-triplets-ii,Medium,53.66725303212665,False,array,algorithms
2910,Minimum Number of Groups to Create a Valid Assignment,minimum-number-of-groups-to-create-a-valid-assignment,Medium,24.004011149636277,False,"array,hash-table,greedy",algorithms
2911,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,Hard,34.9113770640812,False,"two-pointers,string,dynamic-programming",algorithms
2912,Number of Ways to Reach Destination in the Grid,number-of-ways-to-reach-destination-in-the-grid,Hard,58.84615384615385,True,"math,dynamic-programming,combinatorics",algorithms
2913,Subarrays Distinct Element Sum of Squares I,subarrays-distinct-element-sum-of-squares-i,Easy,79.57795089241692,False,"array,hash-table",algorithms
2914,Minimum Number of Changes to Make Binary String Beautiful,minimum-number-of-changes-to-make-binary-string-beautiful,Medium,76.51219093733916,False,string,algorithms
2915,Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,Medium,37.29220070556585,False,"array,dynamic-programming",algorithms
2916,Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,Hard,20.872508461827756,False,"array,dynamic-programming,binary-indexed-tree,segment-tree",algorithms
2917,Find the K-or of an Array,find-the-k-or-of-an-array,Easy,72.12994570322344,False,"array,bit-manipulation",algorithms
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,minimum-equal-sum-of-two-arrays-after-replacing-zeros,Medium,50.16418182093943,False,"array,greedy",algorithms
2919,Minimum Increment Operations to Make Array Beautiful,minimum-increment-operations-to-make-array-beautiful,Medium,33.893116605945636,False,"array,dynamic-programming",algorithms
2920,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,Hard,35.771707242732504,False,"array,dynamic-programming,bit-manipulation,tree,depth-first-search,memoization",algorithms
2921,Maximum Profitable Triplets With Increasing Prices II,maximum-profitable-triplets-with-increasing-prices-ii,Hard,43.44262295081967,True,"array,binary-indexed-tree,segment-tree",algorithms
2922,Market Analysis III,market-analysis-iii,Medium,41.7078242786587,True,database,database
2923,Find Champion I,find-champion-i,Easy,72.43517048461482,False,"array,matrix",algorithms
2924,Find Champion II,find-champion-ii,Medium,70.03584071527277,False,graph,algorithms
2925,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,Medium,46.21175764847031,False,"dynamic-programming,tree,depth-first-search",algorithms
2926,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,Hard,25.009367974019487,False,"array,binary-search,dynamic-programming,binary-indexed-tree,segment-tree",algorithms
2927,Distribute Candies Among Children III,distribute-candies-among-children-iii,Hard,57.414291615035104,True,"math,combinatorics",algorithms
2928,Distribute Candies Among Children I,distribute-candies-among-children-i,Easy,75.02046496398165,False,"math,combinatorics,enumeration",algorithms
2929,Distribute Candies Among Children II,distribute-candies-among-children-ii,Medium,56.023462345893236,False,"math,combinatorics,enumeration",algorithms
2930,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,Medium,55.299305957200694,False,"math,dynamic-programming,combinatorics",algorithms
2931,Maximum Spending After Buying Items,maximum-spending-after-buying-items,Hard,60.03679208094258,False,"array,greedy,sorting,heap-priority-queue,matrix",algorithms
2932,Maximum Strong Pair XOR I,maximum-strong-pair-xor-i,Easy,74.8716624646882,False,"array,hash-table,bit-manipulation,trie,sliding-window",algorithms
2933,High-Access Employees,high-access-employees,Medium,46.138188578846986,False,"array,hash-table,string,sorting",algorithms
2934,Minimum Operations to Maximize Last Elements in Arrays,minimum-operations-to-maximize-last-elements-in-arrays,Medium,43.233117917017886,False,"array,enumeration",algorithms
2935,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,Hard,30.77768729641694,False,"array,hash-table,bit-manipulation,trie,sliding-window",algorithms
2936,Number of Equal Numbers Blocks,number-of-equal-numbers-blocks,Medium,61.98561151079137,True,"array,binary-search,interactive",algorithms
2937,Make Three Strings Equal,make-three-strings-equal,Easy,43.2344735192537,False,string,algorithms
2938,Separate Black and White Balls,separate-black-and-white-balls,Medium,64.05244826879738,False,"two-pointers,string,greedy",algorithms
2939,Maximum Xor Product,maximum-xor-product,Medium,27.05134497183856,False,"math,greedy,bit-manipulation",algorithms
2940,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,Hard,52.20453449107574,False,"array,binary-search,stack,binary-indexed-tree,segment-tree,heap-priority-queue,monotonic-stack",algorithms
2941,Maximum GCD-Sum of a Subarray,maximum-gcd-sum-of-a-subarray,Hard,35.81213307240704,True,"array,math,binary-search,number-theory",algorithms
2942,Find Words Containing Character,find-words-containing-character,Easy,90.61709582305407,False,"array,string",algorithms
2943,Maximize Area of Square Hole in Grid,maximize-area-of-square-hole-in-grid,Medium,36.969846898106155,False,"array,sorting",algorithms
2944,Minimum Number of Coins for Fruits,minimum-number-of-coins-for-fruits,Medium,46.862607884301376,False,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue",algorithms
2945,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,Hard,16.99739235514851,False,"array,binary-search,dynamic-programming,stack,queue,monotonic-stack,monotonic-queue",algorithms
2946,Matrix Similarity After Cyclic Shifts,matrix-similarity-after-cyclic-shifts,Easy,58.28481345244351,False,"array,math,matrix,simulation",algorithms
2947,Count Beautiful Substrings I,count-beautiful-substrings-i,Medium,59.61423265844016,False,"hash-table,math,string,enumeration,number-theory,prefix-sum",algorithms
2948,Make Lexicographically Smallest Array by Swapping Elements,make-lexicographically-smallest-array-by-swapping-elements,Medium,60.213895280182115,False,"array,union-find,sorting",algorithms
2949,Count Beautiful Substrings II,count-beautiful-substrings-ii,Hard,24.88303982351375,False,"hash-table,math,string,number-theory,prefix-sum",algorithms
2950,Number of Divisible Substrings,number-of-divisible-substrings,Medium,73.43290891283057,True,"hash-table,string,counting,prefix-sum",algorithms
2951,Find the Peaks,find-the-peaks,Easy,74.16098318590046,False,"array,enumeration",algorithms
2952,Minimum Number of Coins to be Added,minimum-number-of-coins-to-be-added,Medium,56.763518776406166,False,"array,greedy,sorting",algorithms
2953,Count Complete Substrings,count-complete-substrings,Hard,28.61706295392219,False,"hash-table,string,sliding-window",algorithms
2954,Count the Number of Infection Sequences,count-the-number-of-infection-sequences,Hard,33.45294405480346,False,"array,math,combinatorics",algorithms
2955,Number of Same-End Substrings,number-of-same-end-substrings,Medium,61.369882319780146,True,"array,hash-table,string,counting,prefix-sum",algorithms
2956,Find Common Elements Between Two Arrays,find-common-elements-between-two-arrays,Easy,83.73065993053362,False,"array,hash-table",algorithms
2957,Remove Adjacent Almost-Equal Characters,remove-adjacent-almost-equal-characters,Medium,51.82511030886482,False,"string,dynamic-programming,greedy",algorithms
2958,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,Medium,55.79454378814766,False,"array,hash-table,sliding-window",algorithms
2959,Number of Possible Sets of Closing Branches,number-of-possible-sets-of-closing-branches,Hard,48.507950337617075,False,"bit-manipulation,graph,heap-priority-queue,enumeration,shortest-path",algorithms
2960,Count Tested Devices After Test Operations,count-tested-devices-after-test-operations,Easy,78.41542713808694,False,"array,simulation,counting",algorithms
2961,Double Modular Exponentiation,double-modular-exponentiation,Medium,47.11936212305909,False,"array,math,simulation",algorithms
2962,Count Subarrays Where Max Element Appears at Least K Times,count-subarrays-where-max-element-appears-at-least-k-times,Medium,62.4973834018329,False,"array,sliding-window",algorithms
2963,Count the Number of Good Partitions,count-the-number-of-good-partitions,Hard,47.03998272573506,False,"array,hash-table,math,combinatorics",algorithms
2964,Number of Divisible Triplet Sums,number-of-divisible-triplet-sums,Medium,67.85168195718654,True,"array,hash-table",algorithms
2965,Find Missing and Repeated Values,find-missing-and-repeated-values,Easy,83.51476639408303,False,"array,hash-table,math,matrix",algorithms
2966,Divide Array Into Arrays With Max Difference,divide-array-into-arrays-with-max-difference,Medium,78.60522610193902,False,"array,greedy,sorting",algorithms
2967,Minimum Cost to Make Array Equalindromic,minimum-cost-to-make-array-equalindromic,Medium,22.544021184957465,False,"array,math,binary-search,greedy,sorting",algorithms
2968,Apply Operations to Maximize Frequency Score,apply-operations-to-maximize-frequency-score,Hard,36.37012581422325,False,"array,binary-search,sliding-window,sorting,prefix-sum",algorithms
2969,Minimum Number of Coins for Fruits II,minimum-number-of-coins-for-fruits-ii,Hard,45.24076147816349,True,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue",algorithms
2970,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,Easy,54.819116409824964,False,"array,two-pointers,binary-search,enumeration",algorithms
2971,Find Polygon With the Largest Perimeter,find-polygon-with-the-largest-perimeter,Medium,65.35278877327467,False,"array,greedy,sorting,prefix-sum",algorithms
2972,Count the Number of Incremovable Subarrays II,count-the-number-of-incremovable-subarrays-ii,Hard,38.99851225432621,False,"array,two-pointers,binary-search",algorithms
2973,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,Hard,36.396579214378896,False,"dynamic-programming,tree,depth-first-search,sorting,heap-priority-queue",algorithms
2974,Minimum Number Game,minimum-number-game,Easy,84.88486287615613,False,"array,sorting,heap-priority-queue,simulation",algorithms
2975,Maximum Square Area by Removing Fences From a Field,maximum-square-area-by-removing-fences-from-a-field,Medium,24.1260462826194,False,"array,hash-table,enumeration",algorithms
2976,Minimum Cost to Convert String I,minimum-cost-to-convert-string-i,Medium,57.5570454010821,False,"array,string,graph,shortest-path",algorithms
2977,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,Hard,25.531733151106177,False,"array,string,dynamic-programming,graph,trie,shortest-path",algorithms
2978,Symmetric Coordinates,symmetric-coordinates,Medium,40.67853543836076,True,database,database
2979,Most Expensive Item That Can Not Be Bought,most-expensive-item-that-can-not-be-bought,Medium,80.19761775852734,True,"math,dynamic-programming,number-theory",algorithms
2980,Check if Bitwise OR Has Trailing Zeros,check-if-bitwise-or-has-trailing-zeros,Easy,69.87167596917526,False,"array,bit-manipulation",algorithms
2981,Find Longest Special Substring That Occurs Thrice I,find-longest-special-substring-that-occurs-thrice-i,Medium,61.88056525773246,False,"hash-table,string,binary-search,sliding-window,counting",algorithms
2982,Find Longest Special Substring That Occurs Thrice II,find-longest-special-substring-that-occurs-thrice-ii,Medium,38.42742097576009,False,"hash-table,string,binary-search,sliding-window,counting",algorithms
2983,Palindrome Rearrangement Queries,palindrome-rearrangement-queries,Hard,23.215831787260356,False,"hash-table,string,prefix-sum",algorithms
